ADR,Name,Frequency,Count
se__C1527411,Retinal vein thrombosis,0.009,12
se__C0026764,Plasma cell myeloma,0.009,12
se__C0549463,X-linked lymphoproliferative syndrome,0.009,12
se__C0520588,Vulvovaginal pain,0.009,12
se__C0406834,Wound secretion,0.009,12
se__C0233754,Derealisation,0.009,12
se__C0021390,Inflammatory bowel disease,0.009,12
se__C0015927,Foetal death,0.009,12
se__C0024314,Lymphoproliferative disorder,0.009,12
se__C1168034,Gastric pH decreased,0.009,12
se__C0877098,Application site dryness,0.009,12
se__C0877517,Blood phosphorus decreased,0.009,12
se__C0400823,Neutropenic colitis,0.008,11
se__C0029261,Orgasm abnormal,0.008,11
se__C0020175,Hunger,0.008,11
se__C1096274,Corneal thinning,0.008,11
se__C0221166,Paraparesis,0.008,11
se__C0221150,Odynophagia,0.008,11
se__C0851536,Administration site reaction,0.008,11
se__C0849918,Eyelids pruritus,0.008,11
se__C0024523,Malabsorption,0.008,11
se__C0233795,Anterograde amnesia,0.008,11
se__C0016169,Fistula,0.008,11
se__C0038435,Stress,0.008,11
se__C1262036,Ocular toxicity,0.008,11
se__C0035357,Retroperitoneal fibrosis,0.008,11
se__C1167709,Epidermal necrosis,0.008,11
se__C0027080,Myoglobinuria,0.008,11
se__C0240515,Nipple pain,0.008,11
se__C0020507,Hyperplasia,0.008,11
se__C1392046,Cardiovascular insufficiency,0.008,11
se__C0020429,Hyperpathia,0.008,11
se__C0020438,Hypercalciuria,0.008,11
se__C0241742,Wound haemorrhage,0.008,11
se__C0009144,Tongue coated,0.008,11
se__C0034013,Precocious puberty,0.008,11
se__C0014863,Oesophageal spasm,0.008,11
se__C0151544,Gastrointestinal carcinoma,0.008,11
se__C0007867,Cervix disorder,0.008,11
se__C0009024,Clonus,0.008,11
se__C0036689,Pharyngitis streptococcal,0.008,11
se__C0042376,Vascular headache,0.008,11
se__C0151599,Drug level increased,0.008,11
se__C0155320,Blindness cortical,0.008,11
se__C0034067,Emphysema,0.008,11
se__C0032533,Polymyalgia rheumatica,0.008,11
se__C0026838,Muscle spasticity,0.008,11
se__C0853875,Myoglobin urine present,0.008,11
se__C0877365,Infusion site erythema,0.008,11
se__C0281774,Acute psychosis,0.008,11
se__C0277884,Blood pressure systolic increased,0.008,11
se__C2173677,Renal cyst,0.008,11
se__C1141861,Procedural complication,0.008,11
se__C0013687,Effusion,0.008,11
se__C1963818,Gastrointestinal sounds abnormal,0.008,11
se__C0010034,Corneal disorder,0.008,11
se__C0151713,Hyperchlorhydria,0.008,11
se__C0151714,Hypermagnesaemia,0.008,11
se__C0040584,Tracheitis,0.008,11
se__C0018188,Granuloma,0.008,11
